GENE.NAME,ID,start,end,X,PMM,seq_id,strand,bound_moiety,em_BRITE,em_BiGG_Reaction,em_CAZy,em_COG_cat,em_EC,em_GOs,em_KEGG_Module,em_KEGG_Pathway,em_KEGG_Reaction,em_KEGG_TC,em_KEGG_ko,em_KEGG_rclass,em_OGs,em_PFAMs,em_Preferred_name,em_desc,em_evalue,em_max_annot_lvl,em_score,em_target,em_tcov,end_range,gene,product,protein_id,type
cds-WP_173028022.1,cds-WP_173028022.1,979511,979684,1159,NA,NC_005072.1,-,NA,,,,S,,,,,,,,,"2DK56@1|root,308KA@2|Bacteria,1GIJT@1117|Cyanobacteria,1MMXU@1212|Prochloraceae",,,Alternative locus ID,2.04E-23,1117|Cyanobacteria,89.7,1471522.JFNU01000145_gene663,98,,,hypothetical protein,WP_173028022.1,CDS
cds-WP_173028025.1,cds-WP_173028025.1,1070174,1070341,1249,NA,NC_005072.1,-,NA,,,,S,,,,,,,,,"2A3Z5@1|root,30SHK@2|Bacteria,1GNH8@1117|Cyanobacteria,1MPEG@1212|Prochloraceae",,,Alternative locus ID,5.38E-19,1117|Cyanobacteria,78.6,59926.EV02_1927,98.1,,,hypothetical protein,WP_173028025.1,CDS
cds-WP_173028028.1,cds-WP_173028028.1,1072317,1072454,1254,NA,NC_005072.1,-,NA,,,,None,,,,,,,,,"2A44S@1|root,32IJV@2|Bacteria,1GNDP@1117|Cyanobacteria,1MP90@1212|Prochloraceae",,,None,3.38E-29,1117|Cyanobacteria,103,59919.PMM1955,100,,,hypothetical protein,WP_173028028.1,CDS
cds-WP_173028030.1,cds-WP_173028030.1,1084505,1084666,1269,NA,NC_005072.1,-,NA,,,,S,,,,,,,,,"2B8IV@1|root,321TZ@2|Bacteria,1GMS5@1117|Cyanobacteria,1MN27@1212|Prochloraceae",,,Alternative locus ID,1.01E-20,1117|Cyanobacteria,82.8,59926.EV02_1859,100,,,hypothetical protein,WP_173028030.1,CDS
cds-WP_173028032.1,cds-WP_173028032.1,1118994,1119164,1312,NA,NC_005072.1,-,NA,,,,S,,,,,,,,,"2BP0N@1|root,32HR0@2|Bacteria,1GMTE@1117|Cyanobacteria,1MN4E@1212|Prochloraceae",,,Alternative locus ID,8.23E-28,1117|Cyanobacteria,100,1471459.JFLJ01000132_gene1293,100,,,hypothetical protein,WP_173028032.1,CDS
cds-WP_173028037.1,cds-WP_173028037.1,1307636,1307803,1510,NA,NC_005072.1,+,NA,,,,S,,,,,,,,,"2A2WY@1|root,30RB5@2|Bacteria,1GNS2@1117|Cyanobacteria,1MMXG@1212|Prochloraceae",,,Alternative locus ID,7.27E-22,1117|Cyanobacteria,85.9,59921.EU92_0344,94.7,,,hypothetical protein,WP_173028037.1,CDS
cds-WP_173028039.1,cds-WP_173028039.1,1320346,1320516,1527,NA,NC_005072.1,+,NA,,,,S,,,,,,,,,"2A6AN@1|root,30V3B@2|Bacteria,1GI57@1117|Cyanobacteria,1MMW5@1212|Prochloraceae",,,Alternative locus ID,7.67E-24,1117|Cyanobacteria,90.9,1471459.JFLJ01000138_gene1108,96.4,,,hypothetical protein,WP_173028039.1,CDS
cds-WP_173028041.1,cds-WP_173028041.1,1321721,1321885,1530,NA,NC_005072.1,+,NA,,,,,,,,,,,,,,,,,NA,,NA,,NA,,,hypothetical protein,WP_173028041.1,CDS
cds-WP_173028043.1,cds-WP_173028043.1,1326498,1326650,1537,NA,NC_005072.1,-,NA,,,,None,,,,,,,,,"2A3NA@1|root,30S5P@2|Bacteria,1GNA7@1117|Cyanobacteria,1MP3N@1212|Prochloraceae",,,None,6.03E-23,1117|Cyanobacteria,88.2,93060.P9215_16151,100,,,hypothetical protein,WP_173028043.1,CDS
cds-WP_173028045.1,cds-WP_173028045.1,1327194,1327352,1539,NA,NC_005072.1,+,NA,,,,S,,,,,,,,,"2A2WW@1|root,30RB2@2|Bacteria,1GNRY@1117|Cyanobacteria,1MMXE@1212|Prochloraceae",,,Alternative locus ID,1.11E-19,1117|Cyanobacteria,80.1,1501268.EW14_1690,100,,,hypothetical protein,WP_173028045.1,CDS
cds-WP_173028047.1,cds-WP_173028047.1,1327345,1327494,1540,NA,NC_005072.1,+,NA,,,,S,,,,,,,,,"2DCIT@1|root,2ZEB6@2|Bacteria,1GFSB@1117|Cyanobacteria,1MN57@1212|Prochloraceae",,,Alternative locus ID,6.77E-22,1117|Cyanobacteria,85.5,93060.P9215_16161,98,,,hypothetical protein,WP_173028047.1,CDS
cds-WP_173028049.1,cds-WP_173028049.1,1328782,1328928,1542,NA,NC_005072.1,-,NA,,,,None,,,,,,,,,"2B9HS@1|root,322VX@2|Bacteria,1GRGH@1117|Cyanobacteria,1MPF9@1212|Prochloraceae",,,None,4.41E-15,1117|Cyanobacteria,68.2,74545.EU96_1713,97.8,,,hypothetical protein,WP_173028049.1,CDS
cds-WP_173028051.1,cds-WP_173028051.1,1335506,1335655,1550,NA,NC_005072.1,+,NA,,,,,,,,,,,,,,,,,NA,,NA,,NA,,,hypothetical protein,WP_173028051.1,CDS
cds-WP_173028053.1,cds-WP_173028053.1,1340672,1340815,1556,NA,NC_005072.1,-,NA,,,,None,,,,,,,,,"2DKAT@1|root,30921@2|Bacteria,1GIPW@1117|Cyanobacteria,1MPCJ@1212|Prochloraceae",,,None,3.82E-19,1117|Cyanobacteria,78.6,167546.P9301_15851,87,,,hypothetical protein,WP_173028053.1,CDS
cds-WP_173028055.1,cds-WP_173028055.1,1346701,1346847,1569,NA,NC_005072.1,-,NA,,,,None,,,,,,,,,"2DJNZ@1|root,306SP@2|Bacteria,1GHHA@1117|Cyanobacteria,1MN4M@1212|Prochloraceae",,,None,3.07E-22,1117|Cyanobacteria,86.3,167548.EU98_1627,100,,,hypothetical protein,WP_173028055.1,CDS
cds-WP_173028057.1,cds-WP_173028057.1,1348681,1348830,1573,NA,NC_005072.1,-,NA,,,,None,,,,,,,,,"2A38G@1|root,30RQ8@2|Bacteria,1GQ22@1117|Cyanobacteria,1MPBY@1212|Prochloraceae",,,None,5.89E-14,1117|Cyanobacteria,65.5,1471459.JFLJ01000195_gene1335,78,,,hypothetical protein,WP_173028057.1,CDS
cds-WP_173028060.1,cds-WP_173028060.1,1360010,1360168,1591,NA,NC_005072.1,-,NA,,,,None,,,,,,,,,"2A3TZ@1|root,30SBV@2|Bacteria,1GJNK@1117|Cyanobacteria,1MPG4@1212|Prochloraceae",,,None,3.64E-22,1117|Cyanobacteria,86.3,93060.P9215_00511,89.6,,,hypothetical protein,WP_173028060.1,CDS
cds-WP_173028062.1,cds-WP_173028062.1,1364631,1364789,1602,NA,NC_005072.1,+,NA,,,,,,,,,,,,,,,,,NA,,NA,,NA,,,hypothetical protein,WP_173028062.1,CDS
ctaB,cds-WP_173028064.1,427099,428100,493,NA,NC_005072.1,+,NA,"ko00000,ko00001,ko00002,ko01000,ko01006,ko03029",,,H,2.5.1.141,"GO:0003674,GO:0003824,GO:0004311,GO:0004659,GO:0005575,GO:0005623,GO:0005886,GO:0006091,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0008495,GO:0009058,GO:0009987,GO:0015980,GO:0016020,GO:0016021,GO:0016740,GO:0016765,GO:0018130,GO:0019438,GO:0031224,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0044425,GO:0044464,GO:0045333,GO:0046148,GO:0046483,GO:0048033,GO:0048034,GO:0051186,GO:0051188,GO:0055114,GO:0071704,GO:0071944,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",M00154,"ko00190,ko00860,ko01100,ko01110,ko04714,map00190,map00860,map01100,map01110,map04714",R07411,,ko:K02257,RC01786,"COG0109@1|root,COG0109@2|Bacteria,1G021@1117|Cyanobacteria,1MKVE@1212|Prochloraceae",UbiA,ctaB,Converts heme B (protoheme IX) to heme O by substitution of the vinyl group on carbon 2 of heme B porphyrin ring with a hydroxyethyl farnesyl side group,1.02E-232,1117|Cyanobacteria,641,59919.PMM0448,100,,,heme o synthase,WP_173028064.1,CDS
cds-WP_173028068.1,cds-WP_173028068.1,517796,518386,597,NA,NC_005072.1,-,NA,,,,F,,,,,,,,,"COG0127@1|root,COG0127@2|Bacteria,1GDNS@1117|Cyanobacteria,1MMBN@1212|Prochloraceae",Ham1p_like,,Alternative locus ID,1.60E-138,1117|Cyanobacteria,391,59919.PMM0548,100,,,non-canonical purine NTP pyrophosphatase,WP_173028068.1,CDS
cds-WP_225866747.1,cds-WP_225866747.1,951678,951848,1114,NA,NC_005072.1,+,NA,,,,S,,,,,,,,,"2B8DH@1|root,321NF@2|Bacteria,1GNFJ@1117|Cyanobacteria,1MMTZ@1212|Prochloraceae",,,Alternative locus ID,1.89E-21,1117|Cyanobacteria,87.4,1471459.JFLJ01000115_gene1634,36.8,,,hypothetical protein,WP_225866747.1,CDS
cds-WP_225866748.1,cds-WP_225866748.1,1060080,1060544,1240,NA,NC_005072.1,-,NA,,,,S,,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0016021,GO:0031224,GO:0044425,GO:0044464,GO:0071944",,,,,,,"28NMN@1|root,2ZBN5@2|Bacteria,1G5A1@1117|Cyanobacteria,1MMAY@1212|Prochloraceae",,,Alternative locus ID,3.61E-102,1117|Cyanobacteria,296,59919.PMM1114,91.7,,,hypothetical protein,WP_225866748.1,CDS
cds-WP_225866749.1,cds-WP_225866749.1,1079979,1080146,1260,NA,NC_005072.1,-,NA,,,,S,,,,,,,,,"2B8WN@1|root,3226Y@2|Bacteria,1GN1B@1117|Cyanobacteria,1MNPB@1212|Prochloraceae",,,Alternative locus ID,7.08E-12,1117|Cyanobacteria,62.4,1501268.EW14_0801,45.1,,,hypothetical protein,WP_225866749.1,CDS
cds-WP_225866750.1,cds-WP_225866750.1,1086978,1087232,1275,NA,NC_005072.1,-,NA,,,,S,,,,,,,,,"2BNYN@1|root,32HNQ@2|Bacteria,1GMGR@1117|Cyanobacteria,1MMJA@1212|Prochloraceae",,,Alternative locus ID,2.06E-24,1117|Cyanobacteria,94.7,167548.EU98_1955,92.6,,,cytochrome B,WP_225866750.1,CDS
cds-WP_225866751.1,cds-WP_225866751.1,1123129,1124007,1320,NA,NC_005072.1,+,NA,ko00000,,,S,,,,,,,ko:K07088,,"COG0679@1|root,COG0679@2|Bacteria,1G1G3@1117|Cyanobacteria,1MKSI@1212|Prochloraceae",Mem_trans,,Alternative locus ID,1.62E-167,1117|Cyanobacteria,471,59919.PMM1175,100,,,AEC family transporter,WP_225866751.1,CDS
cds-WP_225866752.1,cds-WP_225866752.1,1202126,1202287,1395,NA,NC_005072.1,-,NA,,,,S,,,,,,,,,"2EGPU@1|root,33AFZ@2|Bacteria,1G9QJ@1117|Cyanobacteria,1MPCQ@1212|Prochloraceae",,,Alternative locus ID,2.42E-30,1117|Cyanobacteria,107,59919.PMM1972,100,,,DUF5989 family protein,WP_225866752.1,CDS
cds-WP_225866753.1,cds-WP_225866753.1,1300793,1301341,1500,NA,NC_005072.1,+,NA,,,,S,,"GO:0005575,GO:0005622,GO:0005623,GO:0009579,GO:0031977,GO:0044424,GO:0044436,GO:0044464",,,,,,,"COG1357@1|root,COG1357@2|Bacteria,1G6WB@1117|Cyanobacteria,1MKU3@1212|Prochloraceae",Pentapeptide,,"contains 8 pentapeptide repeats, sll0577 homolog",4.78E-76,1117|Cyanobacteria,233,59919.PMM1350,94.8,,,pentapeptide repeat-containing protein,WP_225866753.1,CDS
cds-WP_225866754.1,cds-WP_225866754.1,1320587,1320766,1528,NA,NC_005072.1,-,NA,,,,None,,,,,,,,,"2B8QP@1|root,3220D@2|Bacteria,1GMWR@1117|Cyanobacteria,1MNAH@1212|Prochloraceae",,,None,5.37E-12,1117|Cyanobacteria,61.2,146891.A9601_15801,65,,,hypothetical protein,WP_225866754.1,CDS
cds-WP_225866755.1,cds-WP_225866755.1,1362872,1363408,1598,NA,NC_005072.1,-,NA,,,,S,,,,,,,,,"COG3019@1|root,COG3019@2|Bacteria,1G86E@1117|Cyanobacteria,1MNE9@1212|Prochloraceae",DUF411,,Alternative locus ID,1.00E-122,1117|Cyanobacteria,350,59919.PMM1422,100,,,metal-binding protein,WP_225866755.1,CDS
atp1,cds-WP_225866756.1,1391377,1391844,1636,NA,NC_005072.1,-,NA,"ko00000,ko00194",,,S,,,,,,3.A.2.1,ko:K02116,,"2B7TR@1|root,32108@2|Bacteria,1GM5Y@1117|Cyanobacteria,1MKPT@1212|Prochloraceae",AtpR,atp1,FIG048548 ATP synthase protein I2,5.34E-100,1117|Cyanobacteria,291,59919.PMM1457,97.5,,,hypothetical protein,WP_225866756.1,CDS
cds-WP_225866757.1,cds-WP_225866757.1,1457005,1457679,1694,NA,NC_005072.1,+,NA,,,,L,,,,,,,,,"COG1961@1|root,COG1961@2|Bacteria,1G67F@1117|Cyanobacteria,1MMDX@1212|Prochloraceae",Resolvase,,Alternative locus ID,1.37E-154,1117|Cyanobacteria,434,59919.PMM1515,98.2,,,recombinase family protein,WP_225866757.1,CDS
cds-WP_225866758.1,cds-WP_225866758.1,1460558,1460827,1700,NA,NC_005072.1,+,NA,,,,S,,,,,,,,,"2AKXT@1|root,31BRE@2|Bacteria,1GHA2@1117|Cyanobacteria,1MN0U@1212|Prochloraceae",,,Alternative locus ID,3.74E-18,1117|Cyanobacteria,80.1,93060.P9215_17891,51.5,,,hypothetical protein,WP_225866758.1,CDS
cds-WP_225866759.1,cds-WP_225866759.1,1515594,1516856,1768,NA,NC_005072.1,-,NA,,,,S,,,,,,,,,"COG4370@1|root,COG4370@2|Bacteria,1G0QR@1117|Cyanobacteria,1MKS7@1212|Prochloraceae",,,protein conserved in bacteria Function,5.79E-296,1117|Cyanobacteria,809,59919.PMM1586,96.6,,,lipid-A-disaccharide synthase-related protein,WP_225866759.1,CDS
cds-WP_225866760.1,cds-WP_225866760.1,229693,230163,245,NA,NC_005072.1,+,NA,,,,M,,,,,,,,,"COG3064@1|root,COG3064@2|Bacteria,1GET5@1117|Cyanobacteria,1MN1E@1212|Prochloraceae",Ycf66_N,,Alternative locus ID,1.26E-30,1117|Cyanobacteria,115,146891.A9601_02581,84.6,,,hypothetical protein,WP_225866760.1,CDS
cds-WP_225866761.1,cds-WP_225866761.1,333688,333918,371,NA,NC_005072.1,-,NA,,,,S,,,,,,,,,"2BIP9@1|root,32CWF@2|Bacteria,1GI63@1117|Cyanobacteria,1MMU5@1212|Prochloraceae",,,Alternative locus ID,4.08E-44,1117|Cyanobacteria,143,59919.PMM0348,96.2,,,hypothetical protein,WP_225866761.1,CDS
cds-WP_225866762.1,cds-WP_225866762.1,338404,338556,378,NA,NC_005072.1,-,NA,,,,S,,,,,,,,,"29ZE8@1|root,30MDG@2|Bacteria,1GPVY@1117|Cyanobacteria,1MN2E@1212|Prochloraceae",,,Alternative locus ID,3.09E-17,1117|Cyanobacteria,74.3,59921.EU92_1176,60,,,hypothetical protein,WP_225866762.1,CDS
cds-WP_225866763.1,cds-WP_225866763.1,396051,396290,460,NA,NC_005072.1,+,NA,,,,S,,,,,,,,,"2A2P6@1|root,30R1U@2|Bacteria,1GMH9@1117|Cyanobacteria,1MMK4@1212|Prochloraceae",,,Alternative locus ID,9.03E-50,1117|Cyanobacteria,158,59919.PMM0417,91.9,,,hypothetical protein,WP_225866763.1,CDS
ctaA,cds-WP_225866764.1,426230,427105,492,NA,NC_005072.1,+,NA,"ko00000,ko00001,ko00002,ko03029",,,O,,,M00154,"ko00190,ko00860,ko01100,ko01110,ko02020,ko04714,map00190,map00860,map01100,map01110,map02020,map04714",R07412,3.D.4.4,ko:K02259,RC00769,"COG1612@1|root,COG1612@2|Bacteria,1G08Q@1117|Cyanobacteria,1MKGF@1212|Prochloraceae",COX15-CtaA,ctaA,cytochrome oxidase biogenesis protein Cox15-CtaA,3.18E-204,1117|Cyanobacteria,566,59919.PMM0447,93.6,,,COX15/CtaA family protein,WP_225866764.1,CDS
petA,cds-WP_225866765.1,439817,440746,507,NA,NC_005072.1,-,NA,"ko00000,ko00001,ko00002,ko00194",,,C,,"GO:0003674,GO:0003824,GO:0005488,GO:0005506,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0006091,GO:0008150,GO:0008152,GO:0009055,GO:0009512,GO:0009579,GO:0009987,GO:0015979,GO:0016020,GO:0016021,GO:0016491,GO:0020037,GO:0022900,GO:0031224,GO:0031360,GO:0031361,GO:0032991,GO:0034357,GO:0042651,GO:0043167,GO:0043169,GO:0044237,GO:0044424,GO:0044425,GO:0044436,GO:0044464,GO:0046872,GO:0046906,GO:0046914,GO:0048037,GO:0055114,GO:0070069,GO:0071944,GO:0097159,GO:1901363",M00162,"ko00195,ko01100,map00195,map01100",,,ko:K02634,,"COG3258@1|root,COG3258@2|Bacteria,1G07V@1117|Cyanobacteria,1MM39@1212|Prochloraceae","Apocytochr_F_C,Apocytochr_F_N",petA,"Component of the cytochrome b6-f complex, which mediates electron transfer between photosystem II (PSII) and photosystem I (PSI), cyclic electron flow around PSI, and state transitions",4.71E-219,1117|Cyanobacteria,605,59919.PMM0461,97.5,,petA,apocytochrome f,WP_225866765.1,CDS
rplS,cds-WP_225866766.1,450648,451112,523,NA,NC_005072.1,-,NA,"br01610,ko00000,ko00001,ko00002,ko03011",,,J,,"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904",M00178,"ko03010,map03010",,,ko:K02884,,"COG0335@1|root,COG0335@2|Bacteria,1G5QG@1117|Cyanobacteria,1MMCF@1212|Prochloraceae",Ribosomal_L19,rplS,This protein is located at the 30S-50S ribosomal subunit interface and may play a role in the structure and function of the aminoacyl-tRNA binding site,2.07E-97,1117|Cyanobacteria,284,59919.PMM0475,96.3,,rplS,50S ribosomal protein L19,WP_225866766.1,CDS
cds-WP_225866767.1,cds-WP_225866767.1,459121,459381,534,NA,NC_005072.1,+,NA,,,,S,,,,,,,,,"2AMS4@1|root,31CNH@2|Bacteria,1GHAV@1117|Cyanobacteria,1MMVS@1212|Prochloraceae",,,Alternative locus ID,7.58E-25,1117|Cyanobacteria,95.9,74545.EU96_1143,87.2,,,hypothetical protein,WP_225866767.1,CDS
priA,cds-WP_225866768.1,470585,472858,546,NA,NC_005072.1,+,NA,"ko00000,ko00001,ko01000,ko03400",,,L,,"GO:0000166,GO:0003674,GO:0003676,GO:0003677,GO:0003678,GO:0003824,GO:0004003,GO:0004386,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005657,GO:0005694,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006268,GO:0006269,GO:0006270,GO:0006281,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0008026,GO:0008094,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016043,GO:0016070,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0018130,GO:0019438,GO:0030554,GO:0030894,GO:0032392,GO:0032508,GO:0032553,GO:0032555,GO:0032559,GO:0032774,GO:0032991,GO:0032993,GO:0033554,GO:0034641,GO:0034645,GO:0034654,GO:0035639,GO:0036094,GO:0042623,GO:0043138,GO:0043140,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044427,GO:0044446,GO:0044464,GO:0046483,GO:0046872,GO:0050896,GO:0051276,GO:0051716,GO:0070035,GO:0071103,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:0097367,GO:0140097,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1990077",,"ko03440,map03440",,,ko:K04066,,"COG1198@1|root,COG1198@2|Bacteria,1G2IZ@1117|Cyanobacteria,1MKVG@1212|Prochloraceae","DEAD,Helicase_C",priA,"Involved in the restart of stalled replication forks. Recognizes and binds the arrested nascent DNA chain at stalled replication forks. It can open the DNA duplex, via its helicase activity, and promote assembly of the primosome and loading of the major replicative helicase DnaB onto DNA",0,1117|Cyanobacteria,1530,59919.PMM0497,99.9,,priA,primosomal protein N',WP_225866768.1,CDS
cds-WP_225866769.1,cds-WP_225866769.1,508836,510053,587,NA,NC_005072.1,+,NA,"ko00000,ko01000,ko01002",,,S,,"GO:0003674,GO:0003824,GO:0003938,GO:0004175,GO:0004222,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006163,GO:0006164,GO:0006183,GO:0006508,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009163,GO:0009165,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0016020,GO:0016021,GO:0016491,GO:0016614,GO:0016616,GO:0016787,GO:0018130,GO:0019438,GO:0019538,GO:0019637,GO:0019693,GO:0031224,GO:0034404,GO:0034641,GO:0034654,GO:0042278,GO:0042451,GO:0042455,GO:0043167,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044425,GO:0044464,GO:0046039,GO:0046128,GO:0046129,GO:0046390,GO:0046483,GO:0046872,GO:0055086,GO:0055114,GO:0070011,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:0090407,GO:0140096,GO:1901068,GO:1901070,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659",,,,,ko:K06402,,"COG1994@1|root,COG1994@2|Bacteria,1G05Y@1117|Cyanobacteria,1MKWT@1212|Prochloraceae","CBS,Peptidase_M50,Peptidase_M50B",,Belongs to the peptidase M50B family,5.09E-284,1117|Cyanobacteria,777,59919.PMM0538,99.3,,,site-2 protease family protein,WP_225866769.1,CDS
cds-WP_225866770.1,cds-WP_225866770.1,569817,571076,650,NA,NC_005072.1,+,NA,ko00000,,,S,,,,,,,ko:K06883,,"COG3597@1|root,COG3597@2|Bacteria,1GBGF@1117|Cyanobacteria,1MKIN@1212|Prochloraceae",DUF697,,Alternative locus ID,7.95E-302,1117|Cyanobacteria,824,59919.PMM0600,95,,,YcjF family protein,WP_225866770.1,CDS
cbiX,cds-WP_225866771.1,616123,617265,696,NA,NC_005072.1,+,NA,"ko00000,ko00001,ko01000",,,S,4.99.1.3,"GO:0003674,GO:0003824,GO:0005488,GO:0006725,GO:0006766,GO:0006767,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009110,GO:0009235,GO:0009236,GO:0009987,GO:0016829,GO:0016852,GO:0017144,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042364,GO:0043167,GO:0043169,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046483,GO:0046872,GO:0048037,GO:0051186,GO:0051188,GO:0051536,GO:0051539,GO:0051540,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",,"ko00860,ko01100,ko01120,map00860,map01100,map01120",R05807,,ko:K03795,RC01012,"COG2138@1|root,COG2138@2|Bacteria,1G00N@1117|Cyanobacteria,1MM05@1212|Prochloraceae",CbiX,cbiX,Alternative locus ID,3.87E-263,1117|Cyanobacteria,723,59919.PMM0646,93.4,,,sirohydrochlorin chelatase,WP_225866771.1,CDS
arsR,cds-WP_225866772.1,680491,680862,785,NA,NC_005072.1,+,NA,"ko00000,ko03000",,,K,,,,,,,ko:K03892,,"COG0640@1|root,COG0640@2|Bacteria,1G7S2@1117|Cyanobacteria,1MN3C@1212|Prochloraceae",HTH_5,arsR,Alternative locus ID,6.62E-83,1117|Cyanobacteria,245,59919.PMM0714,97.6,,,metalloregulator ArsR/SmtB family transcription factor,WP_225866772.1,CDS
cds-WP_225866773.1,cds-WP_225866773.1,680881,681087,786,NA,NC_005072.1,-,NA,,,,None,,,,,,,,,"2B8H4@1|root,321S7@2|Bacteria,1GNXX@1117|Cyanobacteria,1MMZI@1212|Prochloraceae",,,None,1.04E-40,1117|Cyanobacteria,134,167546.P9301_12341,97.1,,,hypothetical protein,WP_225866773.1,CDS
cds-WP_225866774.1,cds-WP_225866774.1,683763,683912,792,NA,NC_005072.1,+,NA,,,,,,,,,,,,,,,,,NA,,NA,,NA,,,hypothetical protein,WP_225866774.1,CDS
cds-WP_225866775.1,cds-WP_225866775.1,709398,710273,828,NA,NC_005072.1,+,NA,ko00000,,,M,,,,,,,ko:K02005,,"COG0845@1|root,COG0845@2|Bacteria,1GD8G@1117|Cyanobacteria,1MKYX@1212|Prochloraceae","Biotin_lipoyl_2,HlyD_3,HlyD_D23",,ABC transporter component,5.88E-194,1117|Cyanobacteria,540,59919.PMM0748,95.4,,,efflux RND transporter periplasmic adaptor subunit,WP_225866775.1,CDS
cds-WP_225866776.1,cds-WP_225866776.1,753546,754622,874,NA,NC_005072.1,-,NA,,,,S,,,,,,,,,"COG4071@1|root,COG4071@2|Bacteria,1G16Y@1117|Cyanobacteria,1MM3M@1212|Prochloraceae",,,Alternative locus ID,4.30E-256,1117|Cyanobacteria,703,59919.PMM0793,92.7,,,hypothetical protein,WP_225866776.1,CDS
cds-WP_225866777.1,cds-WP_225866777.1,771463,771690,898,NA,NC_005072.1,-,NA,,,,None,,,,,,,,,"2B16H@1|root,31TKM@2|Bacteria,1GIET@1117|Cyanobacteria,1MNAN@1212|Prochloraceae",,,None,3.39E-32,1117|Cyanobacteria,113,1501268.EW14_1297,84.1,,,cytochrome oxidase,WP_225866777.1,CDS
cds-WP_225866778.1,cds-WP_225866778.1,774815,775090,908,NA,NC_005072.1,-,NA,,,,None,,,,,,,,,"2DJRR@1|root,30738@2|Bacteria,1GHIA@1117|Cyanobacteria,1MN68@1212|Prochloraceae",,,None,3.60E-24,1117|Cyanobacteria,93.6,167546.P9301_15891,97,,,hypothetical protein,WP_225866778.1,CDS
crtR,cds-WP_225866779.1,228281,229228,243,NA,NC_005072.1,-,NA,"ko00000,ko00001,ko01000",iJN678.bhy,,I,,,,"ko00906,ko01100,ko01110,map00906,map01100,map01110","R07554,R07556,R07558,R07559,R07561",,ko:K02294,RC00478,"COG3239@1|root,COG3239@2|Bacteria,1G1XJ@1117|Cyanobacteria,1MKXI@1212|Prochloraceae",FA_desaturase,crtR,Beta-carotene hydroxylase,1.44E-228,1117|Cyanobacteria,629,1501268.EW14_0280,99.7,,,fatty acid desaturase,WP_225866779.1,CDS
